DATA REPORT,,,,,
2026/02/23,15:42:44,41.63,,,
2026/02/23,15:42:49,41.65,,,
2026/02/23,15:42:54,41.68,,,
2026/02/23,15:42:59,41.68,,,
2026/02/23,15:43:04,41.68,,,
2026/02/23,15:43:09,41.70,,,
2026/02/23,15:43:14,41.73,,,
2026/02/23,15:43:19,41.73,,,
2026/02/23,15:43:24,41.72,,,
2026/02/23,15:43:29,41.74,,,
2026/02/23,15:43:34,41.74,,,
2026/02/23,15:43:39,41.74,,,
2026/02/23,15:43:44,41.72,,,
2026/02/23,15:43:49,41.71,,,
2026/02/23,15:43:54,41.71,,,
2026/02/23,15:43:59,41.69,,,
2026/02/23,15:44:04,41.70,,,
2026/02/23,15:44:09,41.73,,,
2026/02/23,15:44:14,41.73,,,
2026/02/23,15:44:19,41.72,,,
2026/02/23,15:44:24,41.74,,,
2026/02/23,15:44:29,41.76,,,
2026/02/23,15:44:34,41.74,,,
2026/02/23,15:44:39,41.72,,,
2026/02/23,15:44:44,41.72,,,
2026/02/23,15:44:49,41.70,,,
2026/02/23,15:44:54,41.70,,,
2026/02/23,15:44:59,41.72,,,
2026/02/23,15:45:04,41.74,,,
2026/02/23,15:45:09,41.73,,,
2026/02/23,15:45:14,41.71,,,
2026/02/23,15:45:19,41.72,,,
2026/02/23,15:45:24,41.73,,,
2026/02/23,15:45:29,41.72,,,
2026/02/23,15:45:34,41.71,,,
2026/02/23,15:45:39,41.70,,,
2026/02/23,15:45:44,41.70,,,
2026/02/23,15:45:49,41.69,,,
2026/02/23,15:45:54,41.69,,,
2026/02/23,15:45:59,41.68,,,
2026/02/23,15:46:04,41.68,,,
2026/02/23,15:46:09,41.67,,,
2026/02/23,15:46:14,41.68,,,
2026/02/23,15:46:19,41.70,,,
2026/02/23,15:46:24,41.71,,,
2026/02/23,15:46:29,41.71,,,
2026/02/23,15:46:34,41.69,,,
2026/02/23,15:46:39,41.68,,,
2026/02/23,15:46:44,41.70,,,
2026/02/23,15:46:49,41.72,,,
2026/02/23,15:46:54,41.74,,,
2026/02/23,15:46:59,41.74,,,
2026/02/23,15:47:04,41.73,,,
2026/02/23,15:47:09,41.71,,,
2026/02/23,15:47:14,41.71,,,
2026/02/23,15:47:19,41.71,,,
2026/02/23,15:47:24,41.69,,,
2026/02/23,15:47:29,41.68,,,
2026/02/23,15:47:34,41.67,,,
2026/02/23,15:47:39,41.68,,,
2026/02/23,15:47:44,41.70,,,
2026/02/23,15:47:49,41.70,,,
2026/02/23,15:47:54,41.68,,,
2026/02/23,15:47:59,41.67,,,
2026/02/23,15:48:04,41.65,,,
2026/02/23,15:48:09,41.67,,,
2026/02/23,15:48:14,41.66,,,
2026/02/23,15:48:19,41.64,,,
2026/02/23,15:48:24,41.62,,,
2026/02/23,15:48:29,41.61,,,
2026/02/23,15:48:34,41.59,,,
2026/02/23,15:48:39,41.57,,,
2026/02/23,15:48:44,41.55,,,
2026/02/23,15:48:49,41.55,,,
2026/02/23,15:48:54,41.57,,,
2026/02/23,15:48:59,41.57,,,
2026/02/23,15:49:04,41.57,,,
2026/02/23,15:49:09,41.56,,,
2026/02/23,15:49:14,41.54,,,
2026/02/23,15:49:19,41.52,,,
2026/02/23,15:49:24,41.50,,,
2026/02/23,15:49:29,41.48,,,
2026/02/23,15:49:34,41.47,,,
2026/02/23,15:49:39,41.46,,,
2026/02/23,15:49:44,41.46,,,
2026/02/23,15:49:49,41.44,,,
2026/02/23,15:49:54,41.42,,,
2026/02/23,15:49:59,41.41,,,
2026/02/23,15:50:04,41.40,,,
2026/02/23,15:50:09,41.38,,,
2026/02/23,15:50:14,41.37,,,
2026/02/23,15:50:19,41.40,,,
2026/02/23,15:50:24,41.40,,,
2026/02/23,15:50:29,41.38,,,
2026/02/23,15:50:34,41.36,,,
2026/02/23,15:50:39,41.34,,,
2026/02/23,15:50:44,41.32,,,
2026/02/23,15:50:49,41.30,,,
2026/02/23,15:50:54,41.29,,,
2026/02/23,15:50:59,41.26,,,
2026/02/23,15:51:04,41.24,,,
2026/02/23,15:51:09,41.22,,,
2026/02/23,15:51:14,41.21,,,
2026/02/23,15:51:19,41.20,,,
2026/02/23,15:51:24,41.19,,,
2026/02/23,15:51:29,41.17,,,
2026/02/23,15:51:34,41.16,,,
2026/02/23,15:51:39,41.16,,,
2026/02/23,15:51:44,41.16,,,
2026/02/23,15:51:49,41.14,,,
2026/02/23,15:51:54,41.12,,,
2026/02/23,15:51:59,41.11,,,
2026/02/23,15:52:04,41.10,,,
2026/02/23,15:52:09,41.08,,,
2026/02/23,15:52:14,41.05,,,
2026/02/23,15:52:19,41.04,,,
2026/02/23,15:52:24,41.02,,,
2026/02/23,15:52:29,41.00,,,
2026/02/23,15:52:34,40.98,,,
2026/02/23,15:52:39,40.98,,,
2026/02/23,15:52:44,40.97,,,
2026/02/23,15:52:49,40.96,,,
2026/02/23,15:52:54,40.95,,,
2026/02/23,15:52:59,40.93,,,
2026/02/23,15:53:04,40.91,,,
2026/02/23,15:53:09,40.89,,,
2026/02/23,15:53:14,40.87,,,
2026/02/23,15:53:19,40.85,,,
2026/02/23,15:53:24,40.83,,,
2026/02/23,15:53:29,40.82,,,
2026/02/23,15:53:34,40.80,,,
2026/02/23,15:53:39,40.78,,,
2026/02/23,15:53:44,40.76,,,
2026/02/23,15:53:49,40.74,,,
2026/02/23,15:53:54,40.72,,,
2026/02/23,15:53:59,40.70,,,
2026/02/23,15:54:04,40.68,,,
2026/02/23,15:54:09,40.66,,,
2026/02/23,15:54:14,40.64,,,
2026/02/23,15:54:19,40.62,,,
2026/02/23,15:54:24,40.60,,,
2026/02/23,15:54:29,40.57,,,
2026/02/23,15:54:34,40.51,,,
2026/02/23,15:54:39,40.48,,,
2026/02/23,15:54:44,40.46,,,
2026/02/23,15:54:49,40.44,,,
2026/02/23,15:54:54,40.40,,,
2026/02/23,15:54:59,40.37,,,
2026/02/23,15:55:04,40.34,,,
2026/02/23,15:55:09,40.31,,,
2026/02/23,15:55:14,40.28,,,
2026/02/23,15:55:19,40.25,,,
2026/02/23,15:55:24,40.23,,,
2026/02/23,15:55:29,40.21,,,
2026/02/23,15:55:34,40.19,,,
2026/02/23,15:55:39,40.17,,,
2026/02/23,15:55:44,40.15,,,
2026/02/23,15:55:49,40.12,,,
2026/02/23,15:55:54,40.09,,,
2026/02/23,15:55:59,40.07,,,
2026/02/23,15:56:04,40.03,,,
2026/02/23,15:56:09,40.00,,,
2026/02/23,15:56:14,39.98,,,
2026/02/23,15:56:19,39.96,,,
2026/02/23,15:56:24,39.80,,,
2026/02/23,15:56:29,38.67,,,
2026/02/23,15:56:34,37.57,,,
2026/02/23,15:56:39,36.92,,,
2026/02/23,15:56:44,35.96,,,
2026/02/23,15:56:49,35.43,,,
2026/02/23,15:56:54,35.03,,,
2026/02/23,15:56:59,34.74,,,
2026/02/23,15:57:04,34.22,,,
2026/02/23,15:57:09,33.81,,,
2026/02/23,15:57:14,33.65,,,
2026/02/23,15:57:19,33.41,,,
2026/02/23,15:57:24,33.04,,,
2026/02/23,15:57:29,32.79,,,
2026/02/23,15:57:34,32.58,,,
2026/02/23,15:57:39,32.43,,,
2026/02/23,15:57:44,32.11,,,
2026/02/23,15:57:49,32.08,,,
2026/02/23,15:57:54,31.89,,,
2026/02/23,15:57:59,32.06,,,
2026/02/23,15:58:04,32.16,,,
2026/02/23,15:58:09,32.10,,,
2026/02/23,15:58:14,31.86,,,
2026/02/23,15:58:19,31.76,,,
2026/02/23,15:58:24,31.69,,,
2026/02/23,15:58:29,31.66,,,
2026/02/23,15:58:34,31.37,,,
2026/02/23,15:58:39,31.27,,,
2026/02/23,15:58:44,31.07,,,
2026/02/23,15:58:49,31.01,,,
2026/02/23,15:58:54,31.00,,,
2026/02/23,15:58:59,30.95,,,
2026/02/23,15:59:04,30.94,,,
2026/02/23,15:59:09,30.96,,,
2026/02/23,15:59:14,31.06,,,
2026/02/23,15:59:19,30.92,,,
2026/02/23,15:59:24,30.74,,,
2026/02/23,15:59:29,30.62,,,
2026/02/23,15:59:34,30.61,,,
2026/02/23,15:59:39,30.48,,,
2026/02/23,15:59:44,30.41,,,
2026/02/23,15:59:49,30.32,,,
2026/02/23,15:59:54,30.30,,,
2026/02/23,15:59:59,30.18,,,
2026/02/23,16:00:04,30.12,,,
2026/02/23,16:00:09,30.09,,,
2026/02/23,16:00:14,29.91,,,
2026/02/23,16:00:19,29.87,,,
2026/02/23,16:00:24,29.73,,,
2026/02/23,16:00:29,29.81,,,
2026/02/23,16:00:34,29.79,,,
2026/02/23,16:00:39,29.75,,,
2026/02/23,16:00:44,29.71,,,
2026/02/23,16:00:49,29.69,,,
2026/02/23,16:00:54,29.67,,,
2026/02/23,16:00:59,29.65,,,
2026/02/23,16:01:04,29.63,,,
2026/02/23,16:01:09,29.55,,,
2026/02/23,16:01:14,29.52,,,
2026/02/23,16:01:19,29.49,,,
2026/02/23,16:01:24,29.46,,,
2026/02/23,16:01:29,29.16,,,
2026/02/23,16:01:34,29.12,,,
2026/02/23,16:01:39,29.12,,,
2026/02/23,16:01:44,29.10,,,
2026/02/23,16:01:49,29.00,,,
2026/02/23,16:01:54,28.94,,,
2026/02/23,16:01:59,28.92,,,
2026/02/23,16:02:04,28.80,,,
2026/02/23,16:02:09,28.73,,,
2026/02/23,16:02:14,28.69,,,
2026/02/23,16:02:19,28.66,,,
2026/02/23,16:02:24,28.63,,,
2026/02/23,16:02:29,28.50,,,
2026/02/23,16:02:34,28.40,,,
2026/02/23,16:02:39,28.33,,,
2026/02/23,16:02:44,28.31,,,
2026/02/23,16:02:49,28.29,,,
2026/02/23,16:02:54,28.24,,,
2026/02/23,16:02:59,28.07,,,
2026/02/23,16:03:04,27.99,,,
2026/02/23,16:03:09,27.97,,,
2026/02/23,16:03:14,27.98,,,
2026/02/23,16:03:19,28.00,,,
2026/02/23,16:03:24,28.02,,,
2026/02/23,16:03:29,28.01,,,
2026/02/23,16:03:34,27.99,,,
2026/02/23,16:03:39,27.97,,,
2026/02/23,16:03:44,27.87,,,
2026/02/23,16:03:49,27.86,,,
2026/02/23,16:03:54,27.80,,,
2026/02/23,16:03:59,27.71,,,
2026/02/23,16:04:04,27.72,,,
2026/02/23,16:04:09,27.73,,,
2026/02/23,16:04:14,27.71,,,
2026/02/23,16:04:19,27.69,,,
2026/02/23,16:04:24,27.68,,,
2026/02/23,16:04:29,27.67,,,
2026/02/23,16:04:34,27.65,,,
2026/02/23,16:04:39,27.65,,,
2026/02/23,16:04:44,27.63,,,
2026/02/23,16:04:49,27.61,,,
2026/02/23,16:04:54,27.59,,,
2026/02/23,16:04:59,27.57,,,
2026/02/23,16:05:04,27.55,,,
2026/02/23,16:05:09,27.53,,,
2026/02/23,16:05:14,27.50,,,
2026/02/23,16:05:19,27.45,,,
2026/02/23,16:05:24,27.43,,,
2026/02/23,16:05:29,27.50,,,
2026/02/23,16:05:34,27.49,,,
2026/02/23,16:05:39,27.42,,,
2026/02/23,16:05:44,27.39,,,
2026/02/23,16:05:49,27.37,,,
2026/02/23,16:05:54,27.32,,,
2026/02/23,16:05:59,27.25,,,
2026/02/23,16:06:04,27.20,,,
2026/02/23,16:06:09,27.10,,,
2026/02/23,16:06:14,27.08,,,
2026/02/23,16:06:19,27.06,,,
2026/02/23,16:06:24,27.05,,,
2026/02/23,16:06:29,27.03,,,
2026/02/23,16:06:34,27.01,,,
2026/02/23,16:06:39,26.99,,,
2026/02/23,16:06:44,26.96,,,
2026/02/23,16:06:49,26.93,,,
2026/02/23,16:06:54,26.91,,,
2026/02/23,16:06:59,26.93,,,
2026/02/23,16:07:04,26.91,,,
2026/02/23,16:07:09,26.92,,,
2026/02/23,16:07:14,26.91,,,
2026/02/23,16:07:19,26.90,,,
2026/02/23,16:07:24,26.88,,,
2026/02/23,16:07:29,26.78,,,
2026/02/23,16:07:34,26.68,,,
2026/02/23,16:07:39,26.65,,,
2026/02/23,16:07:44,26.64,,,
2026/02/23,16:07:49,26.62,,,
2026/02/23,16:07:54,26.55,,,
2026/02/23,16:07:59,26.52,,,
2026/02/23,16:08:04,26.46,,,
2026/02/23,16:08:09,26.42,,,
2026/02/23,16:08:14,26.41,,,
2026/02/23,16:08:19,26.43,,,
2026/02/23,16:08:24,26.44,,,
2026/02/23,16:08:29,26.43,,,
2026/02/23,16:08:34,26.41,,,
2026/02/23,16:08:39,26.38,,,
2026/02/23,16:08:44,26.35,,,
2026/02/23,16:08:49,26.33,,,
2026/02/23,16:08:54,26.29,,,
2026/02/23,16:08:59,26.23,,,
2026/02/23,16:09:04,26.21,,,
2026/02/23,16:09:09,26.21,,,
2026/02/23,16:09:14,26.19,,,
2026/02/23,16:09:19,26.18,,,
2026/02/23,16:09:24,26.16,,,
2026/02/23,16:09:29,26.14,,,
2026/02/23,16:09:34,26.13,,,
2026/02/23,16:09:39,26.13,,,
2026/02/23,16:09:44,26.11,,,
2026/02/23,16:09:49,26.09,,,
2026/02/23,16:09:54,26.07,,,
2026/02/23,16:09:59,26.05,,,
2026/02/23,16:10:04,26.03,,,
2026/02/23,16:10:09,26.01,,,
2026/02/23,16:10:14,26.00,,,
2026/02/23,16:10:19,26.02,,,
2026/02/23,16:10:24,26.03,,,
2026/02/23,16:10:29,26.01,,,
2026/02/23,16:10:34,25.99,,,
2026/02/23,16:10:39,25.97,,,
2026/02/23,16:10:44,25.97,,,
2026/02/23,16:10:49,25.94,,,
2026/02/23,16:10:54,25.87,,,
2026/02/23,16:10:59,25.86,,,
2026/02/23,16:11:04,25.85,,,
2026/02/23,16:11:09,25.83,,,
2026/02/23,16:11:14,25.81,,,
2026/02/23,16:11:19,25.79,,,
2026/02/23,16:11:24,25.77,,,
2026/02/23,16:11:29,25.75,,,
2026/02/23,16:11:34,25.73,,,
2026/02/23,16:11:39,25.72,,,
2026/02/23,16:11:44,25.70,,,
2026/02/23,16:11:49,25.68,,,
2026/02/23,16:11:54,25.66,,,
2026/02/23,16:11:59,25.67,,,
2026/02/23,16:12:04,25.69,,,
2026/02/23,16:12:09,25.69,,,
2026/02/23,16:12:14,25.65,,,
2026/02/23,16:12:19,25.66,,,
2026/02/23,16:12:24,25.64,,,
2026/02/23,16:12:29,25.63,,,
2026/02/23,16:12:34,25.65,,,
2026/02/23,16:12:39,25.67,,,
2026/02/23,16:12:44,25.69,,,
2026/02/23,16:12:49,25.72,,,
2026/02/23,16:12:54,25.74,,,
2026/02/23,16:12:59,25.76,,,
2026/02/23,16:13:04,25.74,,,
2026/02/23,16:13:09,25.72,,,
2026/02/23,16:13:14,25.70,,,
2026/02/23,16:13:19,25.69,,,
2026/02/23,16:13:24,25.69,,,
2026/02/23,16:13:29,25.63,,,
2026/02/23,16:13:34,25.59,,,
2026/02/23,16:13:39,25.57,,,
2026/02/23,16:13:44,25.55,,,
2026/02/23,16:13:49,25.53,,,
2026/02/23,16:13:54,25.51,,,
2026/02/23,16:13:59,25.51,,,
2026/02/23,16:14:04,25.49,,,
2026/02/23,16:14:09,25.47,,,
2026/02/23,16:14:14,25.48,,,
2026/02/23,16:14:19,25.49,,,
2026/02/23,16:14:24,25.48,,,
2026/02/23,16:14:29,25.46,,,
2026/02/23,16:14:34,25.47,,,
2026/02/23,16:14:39,25.47,,,
2026/02/23,16:14:44,25.45,,,
2026/02/23,16:14:49,25.43,,,
2026/02/23,16:14:54,25.42,,,
2026/02/23,16:14:59,25.42,,,
2026/02/23,16:15:04,25.41,,,
2026/02/23,16:15:09,25.39,,,
2026/02/23,16:15:14,25.38,,,
2026/02/23,16:15:19,25.40,,,
2026/02/23,16:15:24,25.39,,,
2026/02/23,16:15:29,25.37,,,
2026/02/23,16:15:34,25.35,,,
2026/02/23,16:15:39,25.33,,,
2026/02/23,16:15:44,25.31,,,
2026/02/23,16:15:49,25.29,,,
2026/02/23,16:15:54,25.27,,,
2026/02/23,16:15:59,25.27,,,
2026/02/23,16:16:04,25.34,,,
2026/02/23,16:16:09,25.36,,,
2026/02/23,16:16:14,25.35,,,
2026/02/23,16:16:19,25.33,,,
2026/02/23,16:16:24,25.34,,,
2026/02/23,16:16:29,25.37,,,
2026/02/23,16:16:34,25.39,,,
2026/02/23,16:16:39,25.42,,,
2026/02/23,16:16:44,25.44,,,
2026/02/23,16:16:49,25.47,,,
2026/02/23,16:16:54,25.50,,,
2026/02/23,16:16:59,25.54,,,
2026/02/23,16:17:04,25.61,,,
2026/02/23,16:17:09,25.75,,,
2026/02/23,16:17:14,25.92,,,
2026/02/23,16:17:19,25.96,,,
2026/02/23,16:17:24,26.04,,,
2026/02/23,16:17:29,26.09,,,
2026/02/23,16:17:34,26.18,,,
2026/02/23,16:17:39,26.37,,,
2026/02/23,16:17:44,26.51,,,
2026/02/23,16:17:49,26.54,,,
2026/02/23,16:17:54,26.63,,,
2026/02/23,16:17:59,26.78,,,
2026/02/23,16:18:04,26.97,,,
2026/02/23,16:18:09,27.11,,,
2026/02/23,16:18:14,27.20,,,
2026/02/23,16:18:19,27.40,,,
2026/02/23,16:18:24,27.56,,,
2026/02/23,16:18:29,27.68,,,
2026/02/23,16:18:34,27.74,,,
2026/02/23,16:18:39,27.77,,,
2026/02/23,16:18:44,27.81,,,
2026/02/23,16:18:49,27.91,,,
2026/02/23,16:18:54,27.89,,,
2026/02/23,16:18:59,27.96,,,
2026/02/23,16:19:04,28.16,,,
2026/02/23,16:19:09,28.33,,,
2026/02/23,16:19:14,28.52,,,
2026/02/23,16:19:19,28.69,,,
2026/02/23,16:19:24,28.88,,,
2026/02/23,16:19:29,28.98,,,
2026/02/23,16:19:34,28.96,,,
2026/02/23,16:19:39,28.94,,,
2026/02/23,16:19:44,29.05,,,
2026/02/23,16:19:49,29.21,,,
2026/02/23,16:19:54,29.32,,,
2026/02/23,16:19:59,29.34,,,
2026/02/23,16:20:04,29.36,,,
2026/02/23,16:20:09,29.42,,,
2026/02/23,16:20:14,29.49,,,
2026/02/23,16:20:19,29.59,,,
2026/02/23,16:20:24,29.57,,,
2026/02/23,16:20:29,29.59,,,
2026/02/23,16:20:34,29.78,,,
2026/02/23,16:20:39,29.81,,,
2026/02/23,16:20:44,29.83,,,
2026/02/23,16:20:49,30.02,,,
2026/02/23,16:20:54,30.08,,,
2026/02/23,16:20:59,30.08,,,
2026/02/23,16:21:04,30.06,,,
2026/02/23,16:21:09,30.08,,,
2026/02/23,16:21:14,30.07,,,
2026/02/23,16:21:19,29.95,,,
2026/02/23,16:21:24,29.99,,,
2026/02/23,16:21:29,30.12,,,
2026/02/23,16:21:34,30.40,,,
2026/02/23,16:21:39,30.67,,,
2026/02/23,16:21:44,30.76,,,
2026/02/23,16:21:49,30.76,,,
2026/02/23,16:21:54,30.71,,,
2026/02/23,16:21:59,30.69,,,
2026/02/23,16:22:04,30.63,,,
2026/02/23,16:22:09,30.69,,,
2026/02/23,16:22:14,30.73,,,
2026/02/23,16:22:19,30.76,,,
2026/02/23,16:22:24,30.90,,,
2026/02/23,16:22:29,30.94,,,
2026/02/23,16:22:34,30.94,,,
2026/02/23,16:22:39,30.92,,,
2026/02/23,16:22:44,30.94,,,
2026/02/23,16:22:49,30.99,,,
2026/02/23,16:22:54,30.99,,,
2026/02/23,16:22:59,30.98,,,
2026/02/23,16:23:04,31.02,,,
2026/02/23,16:23:09,31.12,,,
2026/02/23,16:23:14,31.07,,,
2026/02/23,16:23:19,31.12,,,
2026/02/23,16:23:24,31.15,,,
2026/02/23,16:23:29,31.22,,,
2026/02/23,16:23:34,31.23,,,
2026/02/23,16:23:39,31.22,,,
2026/02/23,16:23:44,31.20,,,
2026/02/23,16:23:49,31.18,,,
2026/02/23,16:23:54,31.16,,,
2026/02/23,16:23:59,31.14,,,
2026/02/23,16:24:04,30.89,,,
2026/02/23,16:24:09,30.79,,,
2026/02/23,16:24:14,30.67,,,
2026/02/23,16:24:19,30.50,,,
2026/02/23,16:24:24,30.57,,,
2026/02/23,16:24:29,30.61,,,
2026/02/23,16:24:34,30.70,,,
2026/02/23,16:24:39,30.91,,,
2026/02/23,16:24:44,30.88,,,
2026/02/23,16:24:49,30.78,,,
2026/02/23,16:24:54,30.76,,,
2026/02/23,16:24:59,30.84,,,
2026/02/23,16:25:04,30.94,,,
2026/02/23,16:25:09,30.96,,,
2026/02/23,16:25:14,30.89,,,
2026/02/23,16:25:19,30.93,,,
2026/02/23,16:25:24,30.93,,,
2026/02/23,16:25:29,30.82,,,
2026/02/23,16:25:34,30.89,,,
2026/02/23,16:25:39,30.91,,,
2026/02/23,16:25:44,30.94,,,
2026/02/23,16:25:49,30.93,,,
2026/02/23,16:25:54,30.92,,,
2026/02/23,16:25:59,30.94,,,
2026/02/23,16:26:04,30.83,,,
2026/02/23,16:26:09,30.79,,,
2026/02/23,16:26:14,30.95,,,
2026/02/23,16:26:19,31.06,,,
2026/02/23,16:26:24,31.12,,,
2026/02/23,16:26:29,31.07,,,
2026/02/23,16:26:34,30.95,,,
2026/02/23,16:26:39,30.81,,,
2026/02/23,16:26:44,30.88,,,
2026/02/23,16:26:49,31.04,,,
2026/02/23,16:26:54,31.03,,,
2026/02/23,16:26:59,30.80,,,
2026/02/23,16:27:04,30.76,,,
2026/02/23,16:27:09,30.75,,,
2026/02/23,16:27:14,30.71,,,
2026/02/23,16:27:19,30.66,,,
2026/02/23,16:27:24,30.64,,,
2026/02/23,16:27:29,30.66,,,
2026/02/23,16:27:34,30.77,,,
2026/02/23,16:27:39,30.79,,,
2026/02/23,16:27:44,30.82,,,
2026/02/23,16:27:49,30.81,,,
2026/02/23,16:27:54,30.82,,,
2026/02/23,16:27:59,30.71,,,
2026/02/23,16:28:04,30.65,,,
2026/02/23,16:28:09,30.65,,,
2026/02/23,16:28:14,30.64,,,
2026/02/23,16:28:19,30.40,,,
2026/02/23,16:28:24,30.33,,,
2026/02/23,16:28:29,30.30,,,
2026/02/23,16:28:34,30.31,,,
2026/02/23,16:28:39,30.32,,,
2026/02/23,16:28:44,30.33,,,
2026/02/23,16:28:49,30.46,,,
2026/02/23,16:28:54,30.44,,,
2026/02/23,16:28:59,30.41,,,
2026/02/23,16:29:04,30.42,,,
2026/02/23,16:29:09,30.42,,,
2026/02/23,16:29:14,30.39,,,
2026/02/23,16:29:19,30.28,,,
2026/02/23,16:29:24,30.17,,,
2026/02/23,16:29:29,30.02,,,
2026/02/23,16:29:34,29.99,,,
2026/02/23,16:29:39,29.88,,,
2026/02/23,16:29:44,29.89,,,
2026/02/23,16:29:49,29.88,,,
2026/02/23,16:29:54,29.85,,,
2026/02/23,16:29:59,29.76,,,
2026/02/23,16:30:04,29.60,,,
2026/02/23,16:30:09,29.61,,,
2026/02/23,16:30:14,29.70,,,
2026/02/23,16:30:19,29.81,,,
2026/02/23,16:30:24,29.87,,,
2026/02/23,16:30:29,29.86,,,
2026/02/23,16:30:34,29.85,,,
2026/02/23,16:30:39,29.87,,,
2026/02/23,16:30:44,29.84,,,
2026/02/23,16:30:49,29.73,,,
2026/02/23,16:30:54,29.71,,,
2026/02/23,16:30:59,29.60,,,
2026/02/23,16:31:04,29.57,,,
2026/02/23,16:31:09,29.56,,,
2026/02/23,16:31:14,29.56,,,
2026/02/23,16:31:19,29.56,,,
2026/02/23,16:31:24,29.69,,,
2026/02/23,16:31:29,29.71,,,
2026/02/23,16:31:34,29.61,,,
2026/02/23,16:31:39,29.47,,,
2026/02/23,16:31:44,29.52,,,
2026/02/23,16:31:49,29.51,,,
2026/02/23,16:31:54,29.56,,,
2026/02/23,16:31:59,29.57,,,
2026/02/23,16:32:04,29.55,,,
2026/02/23,16:32:09,29.47,,,
2026/02/23,16:32:14,29.38,,,
2026/02/23,16:32:19,29.60,,,
2026/02/23,16:32:24,29.62,,,
2026/02/23,16:32:29,29.51,,,
2026/02/23,16:32:34,29.50,,,
2026/02/23,16:32:39,29.45,,,
2026/02/23,16:32:44,29.49,,,
2026/02/23,16:32:49,29.47,,,
2026/02/23,16:32:54,29.46,,,
2026/02/23,16:32:59,29.48,,,
2026/02/23,16:33:04,29.49,,,
2026/02/23,16:33:09,29.47,,,
2026/02/23,16:33:14,29.47,,,
2026/02/23,16:33:19,29.45,,,
2026/02/23,16:33:24,29.43,,,
2026/02/23,16:33:29,29.34,,,
2026/02/23,16:33:34,29.37,,,
2026/02/23,16:33:39,29.38,,,
2026/02/23,16:33:44,29.36,,,
2026/02/23,16:33:49,29.34,,,
2026/02/23,16:33:54,29.23,,,
2026/02/23,16:33:59,29.14,,,
2026/02/23,16:34:04,29.09,,,
2026/02/23,16:34:09,29.09,,,
2026/02/23,16:34:14,29.07,,,
2026/02/23,16:34:19,29.06,,,
2026/02/23,16:34:24,29.08,,,
2026/02/23,16:34:29,29.08,,,
2026/02/23,16:34:34,28.99,,,
2026/02/23,16:34:39,28.90,,,
2026/02/23,16:34:44,28.90,,,
2026/02/23,16:34:49,28.93,,,
2026/02/23,16:34:54,28.88,,,
2026/02/23,16:34:59,28.85,,,
2026/02/23,16:35:04,28.79,,,
2026/02/23,16:35:09,28.75,,,
2026/02/23,16:35:14,28.73,,,
2026/02/23,16:35:19,28.70,,,
2026/02/23,16:35:24,28.60,,,
2026/02/23,16:35:29,28.56,,,
2026/02/23,16:35:34,28.50,,,
2026/02/23,16:35:39,28.45,,,
2026/02/23,16:35:44,28.45,,,
2026/02/23,16:35:49,28.46,,,
2026/02/23,16:35:54,28.47,,,
2026/02/23,16:35:59,28.49,,,
2026/02/23,16:36:04,28.48,,,
2026/02/23,16:36:09,28.46,,,
2026/02/23,16:36:14,28.44,,,
2026/02/23,16:36:19,28.46,,,
2026/02/23,16:36:24,28.45,,,
2026/02/23,16:36:29,28.44,,,
2026/02/23,16:36:34,28.41,,,
2026/02/23,16:36:39,28.39,,,
2026/02/23,16:36:44,28.36,,,
2026/02/23,16:36:49,28.33,,,
2026/02/23,16:36:54,28.31,,,
2026/02/23,16:36:59,28.28,,,
2026/02/23,16:37:04,28.25,,,
2026/02/23,16:37:09,28.25,,,
2026/02/23,16:37:14,28.26,,,
2026/02/23,16:37:19,28.27,,,
2026/02/23,16:37:24,28.28,,,
2026/02/23,16:37:29,28.27,,,
2026/02/23,16:37:34,28.24,,,
2026/02/23,16:37:39,28.22,,,
2026/02/23,16:37:44,28.21,,,
2026/02/23,16:37:49,28.15,,,
2026/02/23,16:37:54,28.08,,,
2026/02/23,16:37:59,28.06,,,
2026/02/23,16:38:04,28.04,,,
2026/02/23,16:38:09,28.02,,,
2026/02/23,16:38:14,28.02,,,
2026/02/23,16:38:19,28.01,,,
2026/02/23,16:38:24,27.99,,,
2026/02/23,16:38:29,28.07,,,
2026/02/23,16:38:34,28.07,,,
2026/02/23,16:38:39,28.05,,,
2026/02/23,16:38:44,28.03,,,
2026/02/23,16:38:49,28.00,,,
2026/02/23,16:38:54,27.95,,,
2026/02/23,16:38:59,27.92,,,
2026/02/23,16:39:04,27.82,,,
2026/02/23,16:39:09,27.79,,,
2026/02/23,16:39:14,27.79,,,
2026/02/23,16:39:19,27.77,,,
2026/02/23,16:39:24,27.77,,,
2026/02/23,16:39:29,27.75,,,
2026/02/23,16:39:34,27.75,,,
2026/02/23,16:39:39,27.73,,,
2026/02/23,16:39:44,27.73,,,
2026/02/23,16:39:49,27.71,,,
2026/02/23,16:39:54,27.70,,,
2026/02/23,16:39:59,27.70,,,
2026/02/23,16:40:04,27.68,,,
2026/02/23,16:40:09,27.66,,,
2026/02/23,16:40:14,27.64,,,
2026/02/23,16:40:19,27.62,,,
2026/02/23,16:40:24,27.60,,,
2026/02/23,16:40:29,27.58,,,
2026/02/23,16:40:34,27.57,,,
2026/02/23,16:40:39,27.58,,,
2026/02/23,16:40:44,27.59,,,
2026/02/23,16:40:49,27.61,,,
2026/02/23,16:40:54,27.63,,,
